,link,headline,summary,date
4086,https://www.nytimes.com/2010/08/04/arts/television/04aylesworth.html,"John Aylesworth, a ‘Hee-Haw’ Creator, Dies at 81",Mr. Aylesworth was a creator of the vaudeville-type country show that attracted top top music acts like Merle Haggard.,2010/08/04
3414,http://artsbeat.blogs.nytimes.com/2010/08/05/mary-hart-will-leave-entertainment-tonight/,Mary Hart to Leave &#8216;Entertainment Tonight&#8217;,"Ms. Hart, a former Miss South Dakota turned television broadcaster, joined the fast-paced syndicated program in 1982.",2010/08/05
3725,https://www.nytimes.com/2010/08/05/business/05markets.html,A Promising Jobs Report Sends Shares Higher,"Shares were driven by reports that private employers added 42,000 jobs in July and that growth in the services sector was better than expected.",2010/08/05
2771,http://learning.blogs.nytimes.com/2010/08/05/word-of-the-day-expletive/,Word of the Day | expletive,This word has appeared in 89 Times articles over the past year.,2010/08/05
4874,https://www.nytimes.com/2010/08/06/arts/music/06pop.html,Pop and Rock Listings,"A selected guide to pop, rock, soul, metal and other musical performances in the New York area.",2010/08/06
3222,https://www.nytimes.com/2010/08/06/arts/television/06arts-REALITYORRER_BRF.html,Major-Network Choices: Reality or Reruns?,"“America’s Got Talent” lifted NBC to another victory in the ratings, as 10 million viewers tuned in.",2010/08/06
3311,https://www.nytimes.com/2010/08/06/arts/television/06arts-MARYHARTTOLE_BRF.html,Mary Hart to Leave ‘entertainment Tonight’,"After almost three decades on “Entertainment Tonight,” Mary Hart said on Thursday that she would leave that syndicated pop-culture show at the end of its coming 30th season.",2010/08/06
3620,https://www.nytimes.com/2010/08/07/arts/dance/07yarnell.html,"Lorene Yarnell, Dancer and Half of a Comedy Duo, Dies at 66","Ms. Yarnell and her partner, Robert Shields, were a presence on television in the 1970s, at one point hosting their own variety show.",2010/08/07
4431,https://www.nytimes.com/2010/08/07/us/07spill.html,"Coverage Turns, Cautiously, to Spill Impact","Another front has opened in the news coverage of the spill: questions of how much oil is left in the water, and how damaging it will prove.",2010/08/07
2938,http://thecaucus.blogs.nytimes.com/2010/08/07/sunday-breakfast-menu-aug-8/,"Sunday Breakfast Menu, Aug. 8","Now that BP's runaway oil well appears close to being permanently sealed, the Sunday talk shows move on to what's next for the Gulf of Mexico.",2010/08/07
2842,https://www.nytimes.com/2010/08/07/arts/television/07arts-SHOWGETSRATI_BRF.html,Show Gets Ratings When Contestants Are Cut,"The live elimination episode of “Big Brother” on Thursday attracted seven million viewers for CBS, helping the network lead the night’s ratings over all.",2010/08/07
3304,https://www.nytimes.com/2010/08/08/fashion/weddings/08KLINGER.html,"Jacqueline Klinger, Dave Price",A real estate executive marries a television weatherman.,2010/08/08
4552,https://www.nytimes.com/2010/08/08/magazine/08FOB-wwln-t.html,What the Great Recession Has Done to Family Life,"Surveys continue to show that the impact is deep, widespread and grim.",2010/08/08
3477,https://www.nytimes.com/2010/08/10/us/10petraeus.html,Petraeus Scheduled to Start Spate of Media Interviews,"Gen. David H. Petraeus will appear on NBC’s “Meet the Press,” the “CBS Evening News” and ABC’s “Good Morning America.”",2010/08/10
4541,http://opinionator.blogs.nytimes.com/2010/08/10/hey-america-take-the-day-off/,"Hey, America, Take the Day Off","Gail Collins: Tim, thanks for taking the time to have this conversation while David Brooks is on vacation. I believe you're coming back from some down time yourself. I'm so jealous.",2010/08/10
4542,https://www.nytimes.com/2010/08/11/books/11book.html,Holding a Mirror to Family and Song,Rosanne Cash writes about her evolution from being known as Johnny Cash’s daughter to being a successful performer in her own right.,2010/08/11
4495,https://www.nytimes.com/2010/08/11/realestate/commercial/11brokers.html,"Office Deals, 19 Months Apart, Show Market’s Move","Office rents in Manhattan declined steeply in the recession, with some dipping to the lowest level in five years by 2010.",2010/08/11
4208,https://www.nytimes.com/2010/08/11/us/politics/11poll.html,Obama’s Youthful Voters More Likely to Skip Midterms,"Will all of those young, enthusiastic Obama voters turn out in 2010? If history is any guide, probably not.",2010/08/11
386,https://www.nytimes.com/2010/08/11/arts/television/11arts-CBSWINSWITHC_BRF.html,CBS Wins With Comedy,,2010/08/11
4310,http://thecaucus.blogs.nytimes.com/2010/08/11/the-early-word-primary-returns/,The Early Word: Primary Returns,"Voters whittled the playing field for November in Congressional and gubernatorial races in four states on Tuesday. Here's a sampling: In Colorado, Senator Michael Bennet edged out tough competition in the Democratic primary to face Ken Buck, a conservative who narrowly defeated Lieutenant Governor Jane Norton for the Republican nod. Kirk Johnson notes that Mr. Bennet's victory suggests that Democrats' and President Obama's political clout hasn't disappeared in swing states. Still, The Times rates the race as a tossup.",2010/08/11
3360,https://www.nytimes.com/2010/08/12/arts/television/12arts-NBCWINSTUESD_BRF.html,NBC Wins Tuesday,NBC won the ratings race on Tuesday as the 10-year-old singer Jackie Evancho stunned audiences with a “Susan Boyle moment” on “America’s Got Talent.”,2010/08/12
3252,http://artsbeat.blogs.nytimes.com/2010/08/12/amc-picks-up-new-crime-drama/,AMC Picks Up New Crime Drama,"AMC, home to &#8220;Mad Men,&#8221; is hoping to continue its hot streak with a new untitled crime drama set in Seattle.",2010/08/12
3233,https://www.nytimes.com/2010/08/13/arts/television/13arts-AMCPICKSUPNE_BRF.html,AMC Picks Up New Crime Drama,,2010/08/13
2929,https://www.nytimes.com/2010/08/13/arts/television/13arts-TALENTPUTSNB_BRF.html,‘Talent’ Puts NBC on Top,,2010/08/13
4195,http://learning.blogs.nytimes.com/2010/08/13/student-challenge-favorite-deconstructing-materialism/,Student Challenge Favorite | Deconstructing Materialism,And we thought we had a hard time choosing a favorite last time!,2010/08/13
4194,https://learning.blogs.nytimes.com/2010/08/13/student-challenge-favorite-deconstructing-materialism/,Student Challenge Favorite | Deconstructing Materialism,This is our eleventh “favorite” in our weekly Summer Reading Student Challenge.,2010/08/13
3348,https://www.nytimes.com/2010/08/14/arts/television/14arts-INITSFINALED_BRF.html,"In Its Finale, ‘Dance’ Is Second to ‘Brother’",The seventh season of “So You Think You Can Dance” ended on Thursday night.,2010/08/14
4098,https://www.nytimes.com/2010/08/15/arts/15rudd.html,"Paul Ryan Rudd, Actor of Stage and Screen, Dies at 70","Mr. Rudd, who came to his profession late and left early, won praise for his work on Broadway and in the New York Shakespeare Festival.",2010/08/15
4247,http://dealbook.nytimes.com/2010/08/16/hulu-is-said-to-be-ready-for-an-i-p-o/,Hulu Prepares for an I.P.O.,"Hulu, the rapidly growing hub for online television and movies, aims to go public through an offering that could value the company at more than $2 billion, according to people briefed on the matter.",2010/08/16
3418,http://thelede.blogs.nytimes.com/2010/08/16/video-of-deadly-off-road-race-crash/,Video of Deadly Off-Road Race Crash,"Raw video shot near the scene of a deadly crash at an off-road race on Saturday evening in the Mojave Desert has been posted online by CBS News. The images were shot by a spectator, Jonathan Davy, who started filming just before the crash during a race known as the California 200.",2010/08/16
3143,http://papercuts.blogs.nytimes.com/2010/08/17/franzen-in-webster-groves/,Franzen in Webster Groves,"A common thread running through the fiction of Jonathan Franzen is the author’s preoccupation with the Midwest, specifically with its cities and suburbs: St. Louis (“The Twenty-Seventh City”), Evanston, Ill. (“Strong Motion”), St. Louis again (called “St. Jude”) in “The Corrections” and now St. Paul, Minn. (in “Freedom,” to be published later this month). As it happens, Franzen, though he grew up in the St. Louis suburb Webster Groves, has been an East Coaster for 30 years or more. He attended Swarthmore College (class of 1981), worked briefly in Cambridge, Mass., and is today a more or less entrenched Manhattanite.",2010/08/17
4918,https://www.nytimes.com/2010/08/17/arts/music/17jazz.html,Museum Acquires Storied Trove of Performances by Jazz Greats,"Live radio recordings, all but unheard for decades, include inspired 1930s performances by some of the all-time legends.",2010/08/17
272,https://www.nytimes.com/2010/08/17/arts/television/17arts-GOLFISGOODTO_BRF.html,Golf Is Good to CBS,,2010/08/17
3757,https://www.nytimes.com/2010/08/18/sports/18sandomir.html,"Gray, the Reporter, Often Becomes the Story","Jim Gray’s confrontation with Ryder Cup captain Corey Pavin, and his LeBron James interview reinforced his reputation for becoming the news instead of reporting it.",2010/08/18
2941,https://www.nytimes.com/2010/08/18/arts/television/18arts-BACHELORPADD_BRF.html,‘Bachelor Pad’ Draws Few,,2010/08/18
339,http://mediadecoder.blogs.nytimes.com/2010/08/18/cbs-plans-venture-with-reliance-in-india/,CBS Plans Venture With Reliance in India,The CBS Corporation is entering the fast-growing television market in India in a joint venture with Reliance Broadcast Network.,2010/08/18
4532,http://dealbook.nytimes.com/2010/08/19/geithner-haunted-by-a-goldman-past-he-never-had/,Geithner Haunted by a Goldman Past He Never Had,Treasury Secretary Timothy F. Geithner has failed to dispel the belief that he is a former Wall Street insider from Goldman Sachs.,2010/08/19
641,https://www.nytimes.com/2010/08/19/business/media/19cbs.html,Venture to Operate TV in India,"Known as BIG CBS Networks, it will initially have three channels in India, using CBS shows; the channels should start by the end of the year.",2010/08/19
3063,https://www.nytimes.com/2010/08/19/arts/19corrections-07.html,Corrections,,2010/08/19
3155,http://mediadecoder.blogs.nytimes.com/2010/08/19/bill-oreilly-used-unknowlingly-to-sell-investment-scheme/,Bill O'Reilly Distances Himself From Investment Scheme,"Updated throughout: This summer Bill O'Reilly, the biggest star on Fox News Channel, lent his name -- inadvertently, he claims -- to a dubious financial scheme peddled by Newsmax, the right-wing Web site.",2010/08/19
4170,https://www.nytimes.com/2010/08/19/pageoneplus/corrections.html,Corrections,,2010/08/19
4380,https://www.nytimes.com/2010/08/19/us/politics/19memo.html,"In Defining Obama, Misperceptions Stick","The White House continues to struggle with the perception of “otherness,” typified by the belief that the president is Muslim.",2010/08/19
4647,https://www.nytimes.com/2010/08/20/sports/baseball/20clemens.html,"Clemens Lied About Doping, Indictment Charges",A federal grand jury has indicted Roger Clemens on charges of making false statements to Congress about use of performance-enhancing drugs.,2010/08/20
3363,https://www.nytimes.com/2010/08/20/sports/golf/20sandomir.html,PGA Says Viewership Decline Shouldn’t Be Costly in TV Talks,A 35 percent drop for the final round of the P.G.A. Championship on CBS came on the heels of a 53 percent drop in viewership on ESPN for the fourth round of last month’s British Open.,2010/08/20
3198,https://www.nytimes.com/2010/08/20/business/media/20fox.html,O’Reilly Distances Himself From a Video Promotion,The Fox News Channel star says he wasn’t aware that the interview would be used in a solicitation.,2010/08/20
4536,https://www.nytimes.com/2010/08/20/business/20tax.html,"At Treasury, Geithner Struggles to Escape a Past He Never Had","The Treasury secretary from Goldman Sachs? Nope, that was the last guy.",2010/08/20
3196,https://www.nytimes.com/2010/08/21/arts/television/21arts-BROTHEROUTRU_BRF.html,‘Brother’ Outruns N.F.L.,The latest “Big Brother” elimination helped CBS earn another ratings victory as that reality show drew 7.5 million viewers on Thursday night.,2010/08/21
3746,https://www.nytimes.com/2010/08/22/magazine/22FOB-onlanguage-t.html,Leaks,"The language of spilling secrets, from ancient Rome to WikiLeaks.",2010/08/22
4851,https://www.nytimes.com/2010/08/22/arts/music/22choir.html,Mormons on a Mission,A new history of the Mormon Tabernacle Choir includes a moment when its singers became space-age cold warriors.,2010/08/22
4110,https://www.nytimes.com/2010/08/22/nyregion/22routine.html,A Day for Food (Bears Not Invited),"For the former editor in chief of Gourmet magazine, Sundays revolve around feeding her family and guests.",2010/08/22
